#gene_id,sprot_Top_BLASTX_hit
evm.model.Seg550.12,sp|P78345|RPP38_HUMAN^sp|P78345|RPP38_HUMAN^Q:4-375
evm.model.Seg5500.1,sp|Q9QZN9|CNR2_RAT^sp|Q9QZN9|CNR2_RAT^Q:1087-2097
evm.model.Seg5500.2,.
evm.model.Seg5501.2,.
evm.model.Seg5501.1,.
evm.model.Seg5503.1,.
evm.model.Seg5504.1,sp|Q61655|DD19A_MOUSE^sp|Q61655|DD19A_MOUSE^Q:1-891
evm.model.Seg5504.2,.
evm.model.Seg5504.3,sp|Q9H4D0|CSTN2_HUMAN^sp|Q9H4D0|CSTN2_HUMAN^Q:438-992
evm.model.Seg5504.4,.
evm.model.Seg5504.5,.
evm.model.Seg5505.2,.
evm.model.Seg5505.1,.
evm.model.Seg5505.3,.
evm.model.Seg5506.1,.
evm.model.Seg5508.2,sp|Q96JK2|DCAF5_HUMAN^sp|Q96JK2|DCAF5_HUMAN^Q:2-214
evm.model.Seg5508.1,sp|Q80T85|DCAF5_MOUSE^sp|Q80T85|DCAF5_MOUSE^Q:1-219
evm.model.Seg5508.3,.
evm.model.Seg5509.1,sp|Q8BG39|SV2B_MOUSE^sp|Q8BG39|SV2B_MOUSE^Q:500-1723
evm.model.Seg5509.1,sp|Q8BG39|SV2B_MOUSE^sp|Q8BG39|SV2B_MOUSE^Q:500-1723
evm.model.Seg5509.1,sp|Q8BG39|SV2B_MOUSE^sp|Q8BG39|SV2B_MOUSE^Q:500-1723
evm.model.Seg5509.2,sp|Q9SEE4|PIRL_SOLLC^sp|Q9SEE4|PIRL_SOLLC^Q:793-1665
evm.model.Seg5509.3,.
evm.model.Seg5509.4,sp|Q9VUL9|FUCTA_DROME^sp|Q9VUL9|FUCTA_DROME^Q:354-1352
evm.model.Seg551.1,.
evm.model.Seg551.2,sp|Q5SVZ6|ZMYM1_HUMAN^sp|Q5SVZ6|ZMYM1_HUMAN^Q:3-788
evm.model.Seg551.3,.
evm.model.Seg551.4,.
evm.model.Seg551.5,.
evm.model.Seg551.6,.
evm.model.Seg551.7,.
evm.model.Seg551.8,.
evm.model.Seg551.9,.
evm.model.Seg551.10,.
evm.model.Seg551.11,.
evm.model.Seg551.12,.
evm.model.Seg551.13,.
evm.model.Seg551.14,sp|P07996|TSP1_HUMAN^sp|P07996|TSP1_HUMAN^Q:3-170
evm.model.Seg5510.2,.
evm.model.Seg5510.1,.
evm.model.Seg5511.2,.
evm.model.Seg5511.1,.
evm.model.Seg5514.1,sp|P36396|SRY_URSAR^sp|P36396|SRY_URSAR^Q:931-1293
evm.model.Seg5514.2,.
evm.model.Seg5515.1,.
evm.model.Seg5515.2,.
evm.model.Seg5516.4,.
evm.model.Seg5516.5,.
evm.model.Seg5516.1,.
evm.model.Seg5516.2,.
evm.model.Seg5516.3,sp|O43422|P52K_HUMAN^sp|O43422|P52K_HUMAN^Q:7-753
evm.model.Seg5517.3,.
evm.model.Seg5517.1,.
evm.model.Seg5517.2,.
evm.model.Seg5518.1,.
evm.model.Seg5518.2,.
evm.model.Seg5518.3,.
evm.model.Seg552.1,.
evm.model.Seg552.2,.
evm.model.Seg552.3,.
evm.model.Seg552.4,sp|D3ZHA0|FLNC_RAT^sp|D3ZHA0|FLNC_RAT^Q:250-2973
evm.model.Seg552.5,sp|B3EWZ5|MLRP1_ACRMI^sp|B3EWZ5|MLRP1_ACRMI^Q:167-667
evm.model.Seg552.5.1.57f48f7c,sp|B3EWZ5|MLRP1_ACRMI^sp|B3EWZ5|MLRP1_ACRMI^Q:167-667
evm.model.Seg552.6,.
evm.model.Seg552.7,.
evm.model.Seg552.8,.
evm.model.Seg5520.1,sp|Q569D5|SBP1_XENTR^sp|Q569D5|SBP1_XENTR^Q:1-1242
evm.model.Seg5520.2,sp|Q5PQ71|ISOC2_XENLA^sp|Q5PQ71|ISOC2_XENLA^Q:8-589
evm.model.Seg5521.2,.
evm.model.Seg5521.4,.
evm.model.Seg5521.3,sp|P98158|LRP2_RAT^sp|P98158|LRP2_RAT^Q:8-205
evm.model.Seg5521.1,sp|P98064|MASP1_MOUSE^sp|P98064|MASP1_MOUSE^Q:9-1040
evm.model.Seg5523.1,sp|Q96EB6|SIR1_HUMAN^sp|Q96EB6|SIR1_HUMAN^Q:521-1495
evm.model.Seg5523.1.1.57f48f7c,sp|Q96EB6|SIR1_HUMAN^sp|Q96EB6|SIR1_HUMAN^Q:31-987
evm.model.Seg5524.1_evm.model.Seg5524.2,.
evm.model.Seg5525.1,sp|B5X186|CALUA_SALSA^sp|B5X186|CALUA_SALSA^Q:889-1809
evm.model.Seg5526.1,.
evm.model.Seg5527.1,sp|O64411|PAO_MAIZE^sp|O64411|PAO_MAIZE^Q:158-1024
evm.model.Seg5528.1,sp|P04323|POL3_DROME^sp|P04323|POL3_DROME^Q:226-1059
evm.model.Seg5528.2,sp|P10394|POL4_DROME^sp|P10394|POL4_DROME^Q:1-387
evm.model.Seg5528.3,.
evm.model.Seg5529.1,.
evm.model.Seg5529.2,sp|Q8TAQ2|SMRC2_HUMAN^sp|Q8TAQ2|SMRC2_HUMAN^Q:2-136
evm.model.Seg5529.3,sp|Q8TAQ2|SMRC2_HUMAN^sp|Q8TAQ2|SMRC2_HUMAN^Q:94-237
evm.model.Seg553.1,sp|P29145|NECB_HYDVU^sp|P29145|NECB_HYDVU^Q:226-321
evm.model.Seg553.2,sp|O13092|OPSB_SAIBB^sp|O13092|OPSB_SAIBB^Q:483-1361
evm.model.Seg553.3,sp|Q8NB50|ZFP62_HUMAN^sp|Q8NB50|ZFP62_HUMAN^Q:1923-2210
evm.model.Seg5533.1,.
evm.model.Seg5533.2,.
evm.model.Seg5534.1,.
evm.model.Seg5536.1,sp|Q14590|ZN235_HUMAN^sp|Q14590|ZN235_HUMAN^Q:646-927
evm.model.Seg5537.2,.
evm.model.Seg5537.1,sp|Q8BW94|DYH3_MOUSE^sp|Q8BW94|DYH3_MOUSE^Q:1-3255
evm.model.Seg5538.3,sp|P48410|ABCD1_MOUSE^sp|P48410|ABCD1_MOUSE^Q:1-273
evm.model.Seg5538.1,sp|Q9UBJ2|ABCD2_HUMAN^sp|Q9UBJ2|ABCD2_HUMAN^Q:1-195
evm.model.Seg5538.2,.
evm.model.Seg554.1,sp|Q2YDM5|TEPP_BOVIN^sp|Q2YDM5|TEPP_BOVIN^Q:139-258
evm.model.Seg554.2,.
evm.model.Seg554.11_evm.model.Seg554.8_evm.model.Seg554.3,.
evm.model.Seg554.4,.
evm.model.Seg554.5,.
evm.model.Seg554.6,sp|Q8IZA0|K319L_HUMAN^sp|Q8IZA0|K319L_HUMAN^Q:400-2427
evm.model.Seg554.7,.
evm.model.Seg554.9,sp|P21328|RTJK_DROME^sp|P21328|RTJK_DROME^Q:43-555
evm.model.Seg554.10,.
evm.model.Seg5542.1,.
evm.model.Seg5543.1,sp|A7J1T0|M313B_XENLA^sp|A7J1T0|M313B_XENLA^Q:94-831
evm.model.Seg5544.1,.
evm.model.Seg5544.2,.
evm.model.Seg5545.1,.
evm.model.Seg5545.2,.
evm.model.Seg5546.1,sp|E1BPX4|MCM8_BOVIN^sp|E1BPX4|MCM8_BOVIN^Q:133-354
evm.model.Seg5547.1,sp|Q8BZT9|LACC1_MOUSE^sp|Q8BZT9|LACC1_MOUSE^Q:88-351
evm.model.Seg5548.1,sp|Q90744|NAGAB_CHICK^sp|Q90744|NAGAB_CHICK^Q:175-1293
evm.model.Seg5548.2,sp|Q9LHQ6|OCT4_ARATH^sp|Q9LHQ6|OCT4_ARATH^Q:4-303
evm.model.Seg555.1,sp|P37693|HETM_NOSS1^sp|P37693|HETM_NOSS1^Q:218-391
evm.model.Seg555.2,sp|P37693|HETM_NOSS1^sp|P37693|HETM_NOSS1^Q:65-214
evm.model.Seg555.3,.
evm.model.Seg555.4,sp|Q9Y3R0|GRIP1_HUMAN^sp|Q9Y3R0|GRIP1_HUMAN^Q:367-900
evm.model.Seg555.5,sp|D9IQ16|GXN_ACRMI^sp|D9IQ16|GXN_ACRMI^Q:1550-1885
evm.model.Seg555.6,sp|D9IQ16|GXN_ACRMI^sp|D9IQ16|GXN_ACRMI^Q:543-1274
evm.model.Seg555.6,sp|D9IQ16|GXN_ACRMI^sp|D9IQ16|GXN_ACRMI^Q:543-1274
evm.model.Seg555.7,sp|Q7ZVX6|UBA3_DANRE^sp|Q7ZVX6|UBA3_DANRE^Q:46-1200
evm.model.Seg555.8,sp|Q98TZ8|FLOT2_DANRE^sp|Q98TZ8|FLOT2_DANRE^Q:55-1269
evm.model.Seg555.9,sp|C6KFA3|GP126_DANRE^sp|C6KFA3|GP126_DANRE^Q:1729-3576
evm.model.Seg555.9,sp|C6KFA3|GP126_DANRE^sp|C6KFA3|GP126_DANRE^Q:1729-3576
evm.model.Seg555.9.1.57f48f7c,sp|C6KFA3|GP126_DANRE^sp|C6KFA3|GP126_DANRE^Q:1702-3549
evm.model.Seg555.9.1.57f48f7c,sp|C6KFA3|GP126_DANRE^sp|C6KFA3|GP126_DANRE^Q:1702-3549
evm.model.Seg555.9.2.57f48f7c,sp|C6KFA3|GP126_DANRE^sp|C6KFA3|GP126_DANRE^Q:1273-3120
evm.model.Seg555.9.3.57f48f7c,sp|C6KFA3|GP126_DANRE^sp|C6KFA3|GP126_DANRE^Q:1246-3093
evm.model.Seg555.10,sp|Q26240|NOS_RHOPR^sp|Q26240|NOS_RHOPR^Q:180-2591
evm.model.Seg555.11,.
evm.model.Seg555.12,.
evm.model.Seg555.13,.
evm.model.Seg555.14,.
evm.model.Seg5552.1,sp|P82159|MLE1_LIZRA^sp|P82159|MLE1_LIZRA^Q:462-908
evm.model.Seg5552.2,.
evm.model.Seg5553.1,sp|Q8BW94|DYH3_MOUSE^sp|Q8BW94|DYH3_MOUSE^Q:629-889
evm.model.Seg5553.3,.
evm.model.Seg5553.2,.
evm.model.Seg5554.1,sp|Q18PE1|DOK7_HUMAN^sp|Q18PE1|DOK7_HUMAN^Q:6-506
evm.model.Seg5555.1,.
evm.model.Seg5555.1,.
evm.model.Seg5555.1,.
evm.model.Seg5555.2,.
evm.model.Seg5555.3,.
evm.model.Seg5556.1,sp|Q5I047|F173B_XENLA^sp|Q5I047|F173B_XENLA^Q:22-609
evm.model.Seg5556.2,.
evm.model.Seg5556.3,sp|P47199|QOR_MOUSE^sp|P47199|QOR_MOUSE^Q:4-162
evm.model.Seg5557.1,sp|Q92172|TEF_CHICK^sp|Q92172|TEF_CHICK^Q:612-848
evm.model.Seg5557.2.1.57f48f7c,.
evm.model.Seg5557.2,.
evm.model.Seg556.1,sp|P27925|CREB1_BOVIN^sp|P27925|CREB1_BOVIN^Q:820-981
evm.model.Seg556.2,sp|P11029|ACAC_CHICK^sp|P11029|ACAC_CHICK^Q:1-1047
evm.model.Seg556.3,sp|Q5QJC4|DCR1A_CHICK^sp|Q5QJC4|DCR1A_CHICK^Q:208-444
evm.model.Seg5561.1,.
evm.model.Seg5561.2,sp|P03934|TC1A_CAEEL^sp|P03934|TC1A_CAEEL^Q:399-1223
evm.model.Seg5562.1,sp|Q13367|AP3B2_HUMAN^sp|Q13367|AP3B2_HUMAN^Q:2-1858
evm.model.Seg5562.2,.
evm.model.Seg5563.2,.
evm.model.Seg5563.1,sp|Q942L2|PDI22_ORYSJ^sp|Q942L2|PDI22_ORYSJ^Q:3-566
evm.model.Seg5564.1,.
evm.model.Seg5565.1,.
evm.model.Seg5565.2,sp|P24507|SY63_DIPOM^sp|P24507|SY63_DIPOM^Q:253-1359
evm.model.Seg5566.1,.
evm.model.Seg5566.1.1.57f48f7c,.
evm.model.Seg5567.1,.
evm.model.Seg5567.2,sp|Q8EPF5|IF3_OCEIH^sp|Q8EPF5|IF3_OCEIH^Q:371-844
evm.model.Seg5567.3,.
evm.model.Seg5567.4,sp|Q96PZ7|CSMD1_HUMAN^sp|Q96PZ7|CSMD1_HUMAN^Q:30-338
evm.model.Seg5568.4,.
evm.model.Seg5568.3,.
evm.model.Seg5568.2,.
evm.model.Seg5568.1,.
evm.model.Seg5569.1,sp|A2RT91|ANKAR_MOUSE^sp|A2RT91|ANKAR_MOUSE^Q:376-2607
evm.model.Seg557.1,.
evm.model.Seg557.2,sp|P55112|NAS4_CAEEL^sp|P55112|NAS4_CAEEL^Q:426-983
evm.model.Seg557.3,sp|Q9U3S9|NAS6_CAEEL^sp|Q9U3S9|NAS6_CAEEL^Q:157-936
evm.model.Seg557.4,sp|Q9U3S9|NAS6_CAEEL^sp|Q9U3S9|NAS6_CAEEL^Q:13-897
evm.model.Seg557.5,sp|Q9D8P7|TF3C6_MOUSE^sp|Q9D8P7|TF3C6_MOUSE^Q:153-404
evm.model.Seg557.5.1.57f48f7c,sp|Q9D8P7|TF3C6_MOUSE^sp|Q9D8P7|TF3C6_MOUSE^Q:153-404
evm.model.Seg557.6,.
evm.model.Seg557.7,.
evm.model.Seg557.8,.
evm.model.Seg557.9,sp|Q3U2E2|ZMYM5_MOUSE^sp|Q3U2E2|ZMYM5_MOUSE^Q:334-570
evm.model.Seg557.10,.
evm.model.Seg557.11,sp|Q505F5|LRC47_MOUSE^sp|Q505F5|LRC47_MOUSE^Q:79-711
evm.model.Seg557.12,.
evm.model.Seg557.13,sp|Q09575|YRD6_CAEEL^sp|Q09575|YRD6_CAEEL^Q:1-1044
evm.model.Seg5570.1,.
evm.model.Seg5570.2,.
evm.model.Seg5571.1,.
evm.model.Seg5572.3,.
evm.model.Seg5572.2,.
evm.model.Seg5572.1,sp|A7E3W5|SNG2_BOVIN^sp|A7E3W5|SNG2_BOVIN^Q:1-366
evm.model.Seg5573.3,sp|Q9QYS2|GRM3_MOUSE^sp|Q9QYS2|GRM3_MOUSE^Q:85-2223
evm.model.Seg5573.1,sp|P47836|RS4_CHICK^sp|P47836|RS4_CHICK^Q:4-786
evm.model.Seg5573.2,sp|Q8BH18|TM117_MOUSE^sp|Q8BH18|TM117_MOUSE^Q:106-786
evm.model.Seg5574.1,sp|Q9UBC0|HNF6_HUMAN^sp|Q9UBC0|HNF6_HUMAN^Q:612-1055
evm.model.Seg5574.3,.
evm.model.Seg5574.2,.
evm.model.Seg5575.1,.
evm.model.Seg5576.1,sp|Q8CDV6|CCD63_MOUSE^sp|Q8CDV6|CCD63_MOUSE^Q:4-1452
evm.model.Seg5577.2,.
evm.model.Seg5577.3,.
evm.model.Seg5577.1,.
evm.model.Seg5578.1,.
evm.model.Seg5579.4,.
evm.model.Seg5579.1,.
evm.model.Seg5579.2,.
evm.model.Seg5579.3,.
evm.model.Seg558.1,.
evm.model.Seg558.2,.
evm.model.Seg558.3,.
evm.model.Seg558.4,.
evm.model.Seg558.5,.
evm.model.Seg558.6,sp|Q923Y9|TAAR1_RAT^sp|Q923Y9|TAAR1_RAT^Q:61-936
evm.model.Seg5580.1,.
evm.model.Seg5580.2,.
evm.model.Seg5581.1,.
evm.model.Seg5582.2,.
evm.model.Seg5582.3,.
evm.model.Seg5582.1,.
evm.model.Seg5583.1,.
evm.model.Seg5583.2,.
evm.model.Seg5583.3,.
evm.model.Seg5584.2,.
evm.model.Seg5584.1,.
evm.model.Seg5584.4,sp|Q9UHP3|UBP25_HUMAN^sp|Q9UHP3|UBP25_HUMAN^Q:5-172
evm.model.Seg5584.3,.
evm.model.Seg5586.1,sp|P10079|FBP1_STRPU^sp|P10079|FBP1_STRPU^Q:171-1766
evm.model.Seg5586.2,.
evm.model.Seg5587.2,.
evm.model.Seg5587.3,.
evm.model.Seg5587.1,sp|P38984|RSSA_HYDVD^sp|P38984|RSSA_HYDVD^Q:3-440
evm.model.Seg5589.1,.
evm.model.Seg559.1,sp|P78317|RNF4_HUMAN^sp|P78317|RNF4_HUMAN^Q:361-804
evm.model.Seg559.2,.
evm.model.Seg5590.1,sp|Q05707|COEA1_HUMAN^sp|Q05707|COEA1_HUMAN^Q:5312-5881
evm.model.Seg5593.1,.
evm.model.Seg5594.1,.
evm.model.Seg5594.2,.
evm.model.Seg5594.3,.
evm.model.Seg5594.4,.
evm.model.Seg5595.1,.
evm.model.Seg5596.1,.
evm.model.Seg5597.3,sp|Q07497|EPHB5_CHICK^sp|Q07497|EPHB5_CHICK^Q:14-223
evm.model.Seg5597.2,sp|P29322|EPHA8_HUMAN^sp|P29322|EPHA8_HUMAN^Q:4-141
evm.model.Seg5597.1,sp|O13148|EPA4A_DANRE^sp|O13148|EPA4A_DANRE^Q:16-531
evm.model.Seg5597.4,.
evm.model.Seg5598.1,.
evm.model.Seg5599.3,.
evm.model.Seg5599.1,sp|A7RX26|HUTI_NEMVE^sp|A7RX26|HUTI_NEMVE^Q:13-1137
evm.model.Seg5599.2,sp|Q6DG32|S2536_DANRE^sp|Q6DG32|S2536_DANRE^Q:100-972
evm.model.Seg56.1,.
evm.model.Seg56.2,.
evm.model.Seg56.3,sp|Q9BZ19|ANR60_HUMAN^sp|Q9BZ19|ANR60_HUMAN^Q:119-724
evm.model.Seg560.1,sp|Q96PX9|PKH4B_HUMAN^sp|Q96PX9|PKH4B_HUMAN^Q:43-297
evm.model.Seg560.2,.
evm.model.Seg5601.2,.
evm.model.Seg5601.1,sp|P55202|ANPRB_ANGJA^sp|P55202|ANPRB_ANGJA^Q:3526-3927
evm.model.Seg5602.1,sp|Q63470|DYR1A_RAT^sp|Q63470|DYR1A_RAT^Q:25-960
evm.model.Seg5602.2,.
evm.model.Seg5603.1,.
evm.model.Seg5604.1,.
evm.model.Seg5604.2,.
evm.model.Seg5604.3,.
evm.model.Seg5605.1,sp|O35474|EDIL3_MOUSE^sp|O35474|EDIL3_MOUSE^Q:9-785
evm.model.Seg5606.1,.
evm.model.Seg5606.3,.
evm.model.Seg5606.4,.
evm.model.Seg5606.2,sp|Q9XT96|PSN2_BOVIN^sp|Q9XT96|PSN2_BOVIN^Q:178-291
evm.model.Seg5607.1,sp|D3YXG0|HMCN1_MOUSE^sp|D3YXG0|HMCN1_MOUSE^Q:517-864
evm.model.Seg5608.1,.
evm.model.Seg5609.1,.
evm.model.Seg561.1,sp|O60306|AQR_HUMAN^sp|O60306|AQR_HUMAN^Q:6-167
evm.model.Seg5610.1,sp|Q8VE97|SRSF4_MOUSE^sp|Q8VE97|SRSF4_MOUSE^Q:96-428
evm.model.Seg5610.2,.
evm.model.Seg5611.1,sp|Q9I931|FUCL1_ANGJA^sp|Q9I931|FUCL1_ANGJA^Q:8-430
evm.model.Seg5612.1,.
evm.model.Seg5612.2,.
evm.model.Seg5612.2,.
evm.model.Seg5612.3,sp|Q5ZI03|CIR1_CHICK^sp|Q5ZI03|CIR1_CHICK^Q:4-669
evm.model.Seg5613.1,.
evm.model.Seg5613.2,sp|P82251|BAT1_HUMAN^sp|P82251|BAT1_HUMAN^Q:419-1747
evm.model.Seg5613.2,sp|P82251|BAT1_HUMAN^sp|P82251|BAT1_HUMAN^Q:419-1747
evm.model.Seg5614.3,.
evm.model.Seg5614.2,.
evm.model.Seg5614.1,.
evm.model.Seg5616.1,.
evm.model.Seg5616.2,.
evm.model.Seg5616.3,.
evm.model.Seg5616.4,sp|Q8NEE6|FXL13_HUMAN^sp|Q8NEE6|FXL13_HUMAN^Q:163-1722
evm.model.Seg5617.1,.
evm.model.Seg5617.2,.
evm.model.Seg5618.1,.
evm.model.Seg5618.2,.
evm.model.Seg5618.3,.
evm.model.Seg5618.4,.
evm.model.Seg5619.2,sp|Q8CIG9|FBXL8_MOUSE^sp|Q8CIG9|FBXL8_MOUSE^Q:97-1212
evm.model.Seg5619.1,.
evm.model.Seg562.1,sp|Q8NHS4|CLHC1_HUMAN^sp|Q8NHS4|CLHC1_HUMAN^Q:415-2079
evm.model.Seg562.2,sp|Q9UKB3|DJC12_HUMAN^sp|Q9UKB3|DJC12_HUMAN^Q:193-735
evm.model.Seg562.3,sp|Q6GLB0|PP1RB_XENTR^sp|Q6GLB0|PP1RB_XENTR^Q:88-261
evm.model.Seg562.4,sp|P56819|BACE1_RAT^sp|P56819|BACE1_RAT^Q:378-1652
evm.model.Seg562.5,sp|O75179|ANR17_HUMAN^sp|O75179|ANR17_HUMAN^Q:148-873
evm.model.Seg562.6,.
evm.model.Seg562.7,.
evm.model.Seg562.8,.
evm.model.Seg562.9,sp|Q5JS54|PSMG4_HUMAN^sp|Q5JS54|PSMG4_HUMAN^Q:61-309
evm.model.Seg562.10,sp|Q8BTU1|CFA20_MOUSE^sp|Q8BTU1|CFA20_MOUSE^Q:105-680
evm.model.Seg562.11,sp|Q99MN1|SYK_MOUSE^sp|Q99MN1|SYK_MOUSE^Q:276-2003
evm.model.Seg562.12,.
evm.model.Seg562.13,.
evm.model.Seg562.14,sp|P83510|TNIK_MOUSE^sp|P83510|TNIK_MOUSE^Q:61-312
evm.model.Seg562.15,sp|Q8NEV4|MYO3A_HUMAN^sp|Q8NEV4|MYO3A_HUMAN^Q:1-321
evm.model.Seg562.16,.
evm.model.Seg562.17,sp|P85857|GDF6A_DANRE^sp|P85857|GDF6A_DANRE^Q:91-747
evm.model.Seg562.18,sp|Q4TVV3|DDX46_DANRE^sp|Q4TVV3|DDX46_DANRE^Q:1267-3690
evm.model.Seg5620.2,sp|Q5BL50|AT8B1_XENTR^sp|Q5BL50|AT8B1_XENTR^Q:1-168
evm.model.Seg5620.1,.
evm.model.Seg5622.2,sp|O94363|RHB1_SCHPO^sp|O94363|RHB1_SCHPO^Q:575-1027
evm.model.Seg5622.1_evm.model.Seg5622.3,sp|Q8WX92|NELFB_HUMAN^sp|Q8WX92|NELFB_HUMAN^Q:121-1704
evm.model.Seg5623.1,sp|Q5UPX0|YR290_MIMIV^sp|Q5UPX0|YR290_MIMIV^Q:280-603
evm.model.Seg5623.2,.
evm.model.Seg5623.3,.
evm.model.Seg5624.1,.
evm.model.Seg5626.1,sp|Q04336|YM54_YEAST^sp|Q04336|YM54_YEAST^Q:1-351
evm.model.Seg5626.2,sp|Q04336|YM54_YEAST^sp|Q04336|YM54_YEAST^Q:37-273
evm.model.Seg5626.3,.
evm.model.Seg5627.1,sp|Q09081|KCNA2_RABIT^sp|Q09081|KCNA2_RABIT^Q:313-1539
evm.model.Seg5628.1,.
evm.model.Seg5628.2,sp|Q8ILR9|YPF17_PLAF7^sp|Q8ILR9|YPF17_PLAF7^Q:20-217
evm.model.Seg563.1,sp|Q9WTS8|FCN1_RAT^sp|Q9WTS8|FCN1_RAT^Q:4-255
evm.model.Seg563.2,sp|Q5RGT6|ANGE2_DANRE^sp|Q5RGT6|ANGE2_DANRE^Q:7-876
evm.model.Seg563.3,sp|Q6TUI4|DICER_BOVIN^sp|Q6TUI4|DICER_BOVIN^Q:2788-3366
evm.model.Seg563.4,.
evm.model.Seg563.5,.
evm.model.Seg5630.1,.
evm.model.Seg5631.3,sp|Q9WVM1|RGAP1_MOUSE^sp|Q9WVM1|RGAP1_MOUSE^Q:9-233
evm.model.Seg5631.1,.
evm.model.Seg5631.2,.
evm.model.Seg5633.1,.
evm.model.Seg5634.1,sp|Q9NGQ2|KIF1_DICDI^sp|Q9NGQ2|KIF1_DICDI^Q:1-906
evm.model.Seg5635.1,sp|P40724|RECQ_SALTY^sp|P40724|RECQ_SALTY^Q:179-1429
evm.model.Seg5635.2,.
evm.model.Seg5636.1,sp|O75688|PPM1B_HUMAN^sp|O75688|PPM1B_HUMAN^Q:475-1137
evm.model.Seg5637.1,.
evm.model.Seg5637.2,sp|Q96DY2|IQCD_HUMAN^sp|Q96DY2|IQCD_HUMAN^Q:55-1323
evm.model.Seg5638.1,.
evm.model.Seg5638.2,sp|P63034|CYH2_MOUSE^sp|P63034|CYH2_MOUSE^Q:332-772
evm.model.Seg564.1,sp|P40909|RL40_CRYNJ^sp|P40909|RL40_CRYNJ^Q:331-555
evm.model.Seg564.2,.
evm.model.Seg564.3,.
evm.model.Seg564.4,sp|O35643|AP1B1_MOUSE^sp|O35643|AP1B1_MOUSE^Q:238-2061
evm.model.Seg564.5,sp|Q8N4V2|SVOP_HUMAN^sp|Q8N4V2|SVOP_HUMAN^Q:124-1545
evm.model.Seg564.6,.
evm.model.Seg564.7,sp|Q2HJ41|PRP18_BOVIN^sp|Q2HJ41|PRP18_BOVIN^Q:188-982
evm.model.Seg564.8,sp|P22727|WNT6_MOUSE^sp|P22727|WNT6_MOUSE^Q:28-429
evm.model.Seg5640.1,.
evm.model.Seg5640.2,.
evm.model.Seg5641.3,.
evm.model.Seg5641.2,.
evm.model.Seg5641.4,.
evm.model.Seg5641.1,.
evm.model.Seg5642.1,.
evm.model.Seg5642.2,sp|P21571|ATP5J_RAT^sp|P21571|ATP5J_RAT^Q:22-306
evm.model.Seg5643.1,sp|Q16832|DDR2_HUMAN^sp|Q16832|DDR2_HUMAN^Q:277-789
evm.model.Seg5643.3,.
evm.model.Seg5643.2,.
evm.model.Seg5644.1,.
evm.model.Seg5645.2,sp|Q4LDE5|SVEP1_HUMAN^sp|Q4LDE5|SVEP1_HUMAN^Q:4-231
evm.model.Seg5645.1,sp|Q6UXI7|VITRN_HUMAN^sp|Q6UXI7|VITRN_HUMAN^Q:5318-5905
evm.model.Seg5645.1,sp|Q6UXI7|VITRN_HUMAN^sp|Q6UXI7|VITRN_HUMAN^Q:5318-5905
evm.model.Seg5646.1,sp|P17074|RS19_RAT^sp|P17074|RS19_RAT^Q:163-588
evm.model.Seg5646.2,sp|Q96RQ3|MCCA_HUMAN^sp|Q96RQ3|MCCA_HUMAN^Q:1-585
evm.model.Seg5647.4,sp|Q20191|NAS13_CAEEL^sp|Q20191|NAS13_CAEEL^Q:2-172
evm.model.Seg5647.3,sp|Q9XTD6|NAS12_CAEEL^sp|Q9XTD6|NAS12_CAEEL^Q:120-284
evm.model.Seg5647.1,sp|Q20191|NAS13_CAEEL^sp|Q20191|NAS13_CAEEL^Q:417-977
evm.model.Seg5647.2,sp|P98068|SPAN_STRPU^sp|P98068|SPAN_STRPU^Q:247-966
evm.model.Seg5648.1,.
evm.model.Seg5649.2,.
evm.model.Seg5649.1,.
evm.model.Seg565.1,sp|P50532|SMC4_XENLA^sp|P50532|SMC4_XENLA^Q:207-3827
evm.model.Seg565.2,sp|O95831|AIFM1_HUMAN^sp|O95831|AIFM1_HUMAN^Q:768-2216
evm.model.Seg565.3,sp|P0C6F1|DYH2_MOUSE^sp|P0C6F1|DYH2_MOUSE^Q:1-7410
evm.model.Seg565.4,sp|P0C6F1|DYH2_MOUSE^sp|P0C6F1|DYH2_MOUSE^Q:1-2514
evm.model.Seg565.5,sp|P0C6F1|DYH2_MOUSE^sp|P0C6F1|DYH2_MOUSE^Q:10-159
evm.model.Seg565.6,sp|Q9P225|DYH2_HUMAN^sp|Q9P225|DYH2_HUMAN^Q:3-428
evm.model.Seg5650.1,sp|Q91766|HNF4A_XENLA^sp|Q91766|HNF4A_XENLA^Q:212-1414
evm.model.Seg5650.1.1.57f48f7c,sp|Q91766|HNF4A_XENLA^sp|Q91766|HNF4A_XENLA^Q:212-1432
evm.model.Seg5651.1,sp|Q8IY18|SMC5_HUMAN^sp|Q8IY18|SMC5_HUMAN^Q:1-387
evm.model.Seg5651.3,.
evm.model.Seg5651.2,.
evm.model.Seg5652.2,.
evm.model.Seg5652.3,sp|Q8H191|PAO4_ARATH^sp|Q8H191|PAO4_ARATH^Q:19-189
evm.model.Seg5652.1,sp|Q8H191|PAO4_ARATH^sp|Q8H191|PAO4_ARATH^Q:47-724
evm.model.Seg5655.1,sp|Q8I7P9|POL5_DROME^sp|Q8I7P9|POL5_DROME^Q:48-512
evm.model.Seg5655.2,.
evm.model.Seg5655.3,sp|P95329|MASY_MYXXD^sp|P95329|MASY_MYXXD^Q:1-648
evm.model.Seg5657.1,.
evm.model.Seg5657.2,.
